Date,Store,Product,Demand,price,promo,weekday,month
02-01-2023,store_6,item_41,18,29.54,0,0,1
03-01-2023,store_6,item_41,16,29.54,0,1,1
04-01-2023,store_6,item_41,28,23.63,1,2,1
05-01-2023,store_6,item_41,21,29.54,0,3,1
06-01-2023,store_6,item_41,12,29.54,0,4,1
07-01-2023,store_6,item_41,12,29.54,0,5,1
08-01-2023,store_6,item_41,17,29.54,0,6,1
09-01-2023,store_6,item_41,9,29.54,0,0,1
10-01-2023,store_6,item_41,29,23.63,1,1,1
11-01-2023,store_6,item_41,21,29.54,0,2,1
12-01-2023,store_6,item_41,15,29.54,0,3,1
13-01-2023,store_6,item_41,16,29.54,0,4,1
14-01-2023,store_6,item_41,7,29.54,0,5,1
15-01-2023,store_6,item_41,18,29.54,0,6,1
16-01-2023,store_6,item_41,16,29.54,0,0,1
17-01-2023,store_6,item_41,17,29.54,0,1,1
18-01-2023,store_6,item_41,19,29.54,0,2,1
19-01-2023,store_6,item_41,21,29.54,0,3,1
20-01-2023,store_6,item_41,15,29.54,0,4,1
21-01-2023,store_6,item_41,13,29.54,0,5,1
22-01-2023,store_6,item_41,11,29.54,0,6,1
23-01-2023,store_6,item_41,14,29.54,0,0,1
24-01-2023,store_6,item_41,23,29.54,0,1,1
25-01-2023,store_6,item_41,19,29.54,0,2,1
26-01-2023,store_6,item_41,19,29.54,0,3,1
27-01-2023,store_6,item_41,15,29.54,0,4,1
28-01-2023,store_6,item_41,10,29.54,0,5,1
29-01-2023,store_6,item_41,17,29.54,0,6,1
30-01-2023,store_6,item_41,18,29.54,0,0,1
31-01-2023,store_6,item_41,24,23.63,1,1,1
01-01-2019,store_6,item_42,32,50.32,0,1,1
02-01-2019,store_6,item_42,52,40.26,1,2,1
03-01-2019,store_6,item_42,29,50.32,0,3,1
04-01-2019,store_6,item_42,30,50.32,0,4,1
05-01-2019,store_6,item_42,23,50.32,0,5,1
06-01-2019,store_6,item_42,23,50.32,0,6,1
07-01-2019,store_6,item_42,26,50.32,0,0,1
08-01-2019,store_6,item_42,38,50.32,0,1,1
09-01-2019,store_6,item_42,35,50.32,0,2,1
10-01-2019,store_6,item_42,29,50.32,0,3,1
11-01-2019,store_6,item_42,28,50.32,0,4,1
12-01-2019,store_6,item_42,18,50.32,0,5,1
13-01-2019,store_6,item_42,25,50.32,0,6,1
14-01-2019,store_6,item_42,29,50.32,0,0,1
15-01-2019,store_6,item_42,33,50.32,0,1,1
16-01-2019,store_6,item_42,50,40.26,1,2,1
17-01-2019,store_6,item_42,29,50.32,0,3,1
18-01-2019,store_6,item_42,23,50.32,0,4,1
19-01-2019,store_6,item_42,25,50.32,0,5,1
20-01-2019,store_6,item_42,26,50.32,0,6,1
21-01-2019,store_6,item_42,29,50.32,0,0,1
22-01-2019,store_6,item_42,33,50.32,0,1,1
23-01-2019,store_6,item_42,34,50.32,0,2,1
24-01-2019,store_6,item_42,33,50.32,0,3,1
25-01-2019,store_6,item_42,26,50.32,0,4,1
26-01-2019,store_6,item_42,23,50.32,0,5,1
27-01-2019,store_6,item_42,24,50.32,0,6,1
28-01-2019,store_6,item_42,35,50.32,0,0,1
29-01-2019,store_6,item_42,35,50.32,0,1,1
30-01-2019,store_6,item_42,38,50.32,0,2,1
31-01-2019,store_6,item_42,31,50.32,0,3,1
01-01-2020,store_6,item_42,35,50.32,0,2,1
02-01-2020,store_6,item_42,32,50.32,0,3,1
03-01-2020,store_6,item_42,24,50.32,0,4,1
04-01-2020,store_6,item_42,30,50.32,0,5,1
05-01-2020,store_6,item_42,25,50.32,0,6,1
06-01-2020,store_6,item_42,32,50.32,0,0,1
07-01-2020,store_6,item_42,36,50.32,0,1,1
08-01-2020,store_6,item_42,37,50.32,0,2,1
09-01-2020,store_6,item_42,38,50.32,0,3,1
10-01-2020,store_6,item_42,28,50.32,0,4,1
11-01-2020,store_6,item_42,37,40.26,1,5,1
12-01-2020,store_6,item_42,35,50.32,0,6,1
13-01-2020,store_6,item_42,46,40.26,1,0,1
14-01-2020,store_6,item_42,38,50.32,0,1,1
15-01-2020,store_6,item_42,34,50.32,0,2,1
16-01-2020,store_6,item_42,35,50.32,0,3,1
17-01-2020,store_6,item_42,31,50.32,0,4,1
18-01-2020,store_6,item_42,23,50.32,0,5,1
19-01-2020,store_6,item_42,28,50.32,0,6,1
20-01-2020,store_6,item_42,34,50.32,0,0,1
21-01-2020,store_6,item_42,40,50.32,0,1,1
22-01-2020,store_6,item_42,38,50.32,0,2,1
23-01-2020,store_6,item_42,28,50.32,0,3,1
24-01-2020,store_6,item_42,32,50.32,0,4,1
25-01-2020,store_6,item_42,22,50.32,0,5,1
26-01-2020,store_6,item_42,49,40.26,1,6,1
27-01-2020,store_6,item_42,48,40.26,1,0,1
28-01-2020,store_6,item_42,38,50.32,0,1,1
29-01-2020,store_6,item_42,43,50.32,0,2,1
30-01-2020,store_6,item_42,35,50.32,0,3,1
31-01-2020,store_6,item_42,32,50.32,0,4,1
01-01-2021,store_6,item_42,26,50.32,0,4,1
02-01-2021,store_6,item_42,28,50.32,0,5,1
03-01-2021,store_6,item_42,24,50.32,0,6,1
04-01-2021,store_6,item_42,49,40.26,1,0,1
05-01-2021,store_6,item_42,31,50.32,0,1,1
06-01-2021,store_6,item_42,39,50.32,0,2,1
07-01-2021,store_6,item_42,37,50.32,0,3,1
08-01-2021,store_6,item_42,29,50.32,0,4,1
09-01-2021,store_6,item_42,25,50.32,0,5,1
10-01-2021,store_6,item_42,26,50.32,0,6,1
11-01-2021,store_6,item_42,37,50.32,0,0,1
12-01-2021,store_6,item_42,36,50.32,0,1,1
13-01-2021,store_6,item_42,32,50.32,0,2,1
14-01-2021,store_6,item_42,55,40.26,1,3,1
15-01-2021,store_6,item_42,25,50.32,0,4,1
16-01-2021,store_6,item_42,29,50.32,0,5,1
17-01-2021,store_6,item_42,30,50.32,0,6,1
18-01-2021,store_6,item_42,31,50.32,0,0,1
19-01-2021,store_6,item_42,58,40.26,1,1,1
20-01-2021,store_6,item_42,42,50.32,0,2,1
21-01-2021,store_6,item_42,35,50.32,0,3,1
22-01-2021,store_6,item_42,46,40.26,1,4,1
23-01-2021,store_6,item_42,26,50.32,0,5,1
24-01-2021,store_6,item_42,26,50.32,0,6,1
25-01-2021,store_6,item_42,31,50.32,0,0,1
26-01-2021,store_6,item_42,39,50.32,0,1,1
27-01-2021,store_6,item_42,41,50.32,0,2,1
28-01-2021,store_6,item_42,35,50.32,0,3,1
29-01-2021,store_6,item_42,30,50.32,0,4,1
30-01-2021,store_6,item_42,32,50.32,0,5,1
31-01-2021,store_6,item_42,27,50.32,0,6,1
01-01-2022,store_6,item_42,25,50.32,0,5,1
02-01-2022,store_6,item_42,27,50.32,0,6,1
03-01-2022,store_6,item_42,29,50.32,0,0,1
04-01-2022,store_6,item_42,52,40.26,1,1,1
05-01-2022,store_6,item_42,37,50.32,0,2,1
06-01-2022,store_6,item_42,33,50.32,0,3,1
07-01-2022,store_6,item_42,28,50.32,0,4,1
08-01-2022,store_6,item_42,29,50.32,0,5,1
09-01-2022,store_6,item_42,28,50.32,0,6,1
10-01-2022,store_6,item_42,33,50.32,0,0,1
11-01-2022,store_6,item_42,36,50.32,0,1,1
12-01-2022,store_6,item_42,47,50.32,0,2,1
13-01-2022,store_6,item_42,35,50.32,0,3,1
14-01-2022,store_6,item_42,32,50.32,0,4,1
15-01-2022,store_6,item_42,25,50.32,0,5,1
16-01-2022,store_6,item_42,45,40.26,1,6,1
17-01-2022,store_6,item_42,33,50.32,0,0,1
18-01-2022,store_6,item_42,42,50.32,0,1,1
19-01-2022,store_6,item_42,38,50.32,0,2,1
20-01-2022,store_6,item_42,43,50.32,0,3,1
21-01-2022,store_6,item_42,34,50.32,0,4,1
22-01-2022,store_6,item_42,33,50.32,0,5,1
23-01-2022,store_6,item_42,27,50.32,0,6,1
24-01-2022,store_6,item_42,36,50.32,0,0,1
25-01-2022,store_6,item_42,62,40.26,1,1,1
26-01-2022,store_6,item_42,43,50.32,0,2,1
27-01-2022,store_6,item_42,40,50.32,0,3,1
28-01-2022,store_6,item_42,31,50.32,0,4,1
29-01-2022,store_6,item_42,34,50.32,0,5,1
30-01-2022,store_6,item_42,24,50.32,0,6,1
31-01-2022,store_6,item_42,39,50.32,0,0,1
01-01-2023,store_6,item_42,44,40.26,1,6,1
02-01-2023,store_6,item_42,33,50.32,0,0,1
03-01-2023,store_6,item_42,41,50.32,0,1,1
04-01-2023,store_6,item_42,43,50.32,0,2,1
05-01-2023,store_6,item_42,40,50.32,0,3,1
06-01-2023,store_6,item_42,32,50.32,0,4,1
07-01-2023,store_6,item_42,29,50.32,0,5,1
08-01-2023,store_6,item_42,31,50.32,0,6,1
09-01-2023,store_6,item_42,37,50.32,0,0,1
10-01-2023,store_6,item_42,31,50.32,0,1,1
11-01-2023,store_6,item_42,46,50.32,0,2,1
12-01-2023,store_6,item_42,40,50.32,0,3,1
13-01-2023,store_6,item_42,32,50.32,0,4,1
14-01-2023,store_6,item_42,27,50.32,0,5,1
15-01-2023,store_6,item_42,26,50.32,0,6,1
16-01-2023,store_6,item_42,36,50.32,0,0,1
17-01-2023,store_6,item_42,43,50.32,0,1,1
18-01-2023,store_6,item_42,48,50.32,0,2,1
19-01-2023,store_6,item_42,43,50.32,0,3,1
20-01-2023,store_6,item_42,52,40.26,1,4,1
21-01-2023,store_6,item_42,31,50.32,0,5,1
22-01-2023,store_6,item_42,30,50.32,0,6,1
23-01-2023,store_6,item_42,35,50.32,0,0,1
24-01-2023,store_6,item_42,41,50.32,0,1,1
25-01-2023,store_6,item_42,41,50.32,0,2,1
26-01-2023,store_6,item_42,43,50.32,0,3,1
27-01-2023,store_6,item_42,37,50.32,0,4,1
28-01-2023,store_6,item_42,46,40.26,1,5,1
29-01-2023,store_6,item_42,34,50.32,0,6,1
30-01-2023,store_6,item_42,41,50.32,0,0,1
31-01-2023,store_6,item_42,40,50.32,0,1,1
01-01-2019,store_6,item_43,55,13.63,1,1,1
02-01-2019,store_6,item_43,35,17.03,0,2,1
03-01-2019,store_6,item_43,47,13.63,1,3,1
04-01-2019,store_6,item_43,26,17.03,0,4,1
05-01-2019,store_6,item_43,23,17.03,0,5,1
06-01-2019,store_6,item_43,27,17.03,0,6,1
07-01-2019,store_6,item_43,28,17.03,0,0,1
08-01-2019,store_6,item_43,30,17.03,0,1,1
09-01-2019,store_6,item_43,51,13.63,1,2,1
10-01-2019,store_6,item_43,31,17.03,0,3,1
11-01-2019,store_6,item_43,30,17.03,0,4,1
12-01-2019,store_6,item_43,23,17.03,0,5,1
13-01-2019,store_6,item_43,26,17.03,0,6,1
14-01-2019,store_6,item_43,23,17.03,0,0,1
15-01-2019,store_6,item_43,36,17.03,0,1,1
16-01-2019,store_6,item_43,35,17.03,0,2,1
17-01-2019,store_6,item_43,33,17.03,0,3,1
18-01-2019,store_6,item_43,31,17.03,0,4,1
19-01-2019,store_6,item_43,26,17.03,0,5,1
20-01-2019,store_6,item_43,30,17.03,0,6,1
21-01-2019,store_6,item_43,31,17.03,0,0,1
22-01-2019,store_6,item_43,40,17.03,0,1,1
23-01-2019,store_6,item_43,38,17.03,0,2,1
24-01-2019,store_6,item_43,35,17.03,0,3,1
25-01-2019,store_6,item_43,28,17.03,0,4,1
26-01-2019,store_6,item_43,26,17.03,0,5,1
27-01-2019,store_6,item_43,24,17.03,0,6,1
28-01-2019,store_6,item_43,38,17.03,0,0,1
29-01-2019,store_6,item_43,37,17.03,0,1,1
30-01-2019,store_6,item_43,64,13.63,1,2,1
31-01-2019,store_6,item_43,39,17.03,0,3,1
01-01-2020,store_6,item_43,44,17.03,0,2,1
02-01-2020,store_6,item_43,32,17.03,0,3,1
03-01-2020,store_6,item_43,23,17.03,0,4,1
04-01-2020,store_6,item_43,29,17.03,0,5,1
05-01-2020,store_6,item_43,31,17.03,0,6,1
06-01-2020,store_6,item_43,31,17.03,0,0,1
07-01-2020,store_6,item_43,55,13.63,1,1,1
08-01-2020,store_6,item_43,58,13.63,1,2,1
09-01-2020,store_6,item_43,34,17.03,0,3,1
10-01-2020,store_6,item_43,27,17.03,0,4,1
11-01-2020,store_6,item_43,28,17.03,0,5,1
12-01-2020,store_6,item_43,42,13.63,1,6,1
13-01-2020,store_6,item_43,35,17.03,0,0,1
14-01-2020,store_6,item_43,42,17.03,0,1,1
15-01-2020,store_6,item_43,39,17.03,0,2,1
16-01-2020,store_6,item_43,34,17.03,0,3,1
17-01-2020,store_6,item_43,29,17.03,0,4,1
18-01-2020,store_6,item_43,27,17.03,0,5,1
19-01-2020,store_6,item_43,23,17.03,0,6,1
20-01-2020,store_6,item_43,34,17.03,0,0,1
21-01-2020,store_6,item_43,41,17.03,0,1,1
22-01-2020,store_6,item_43,41,17.03,0,2,1
23-01-2020,store_6,item_43,35,17.03,0,3,1
24-01-2020,store_6,item_43,29,17.03,0,4,1
25-01-2020,store_6,item_43,29,17.03,0,5,1
26-01-2020,store_6,item_43,24,17.03,0,6,1
27-01-2020,store_6,item_43,32,17.03,0,0,1
28-01-2020,store_6,item_43,59,13.63,1,1,1
29-01-2020,store_6,item_43,39,17.03,0,2,1
30-01-2020,store_6,item_43,37,17.03,0,3,1
31-01-2020,store_6,item_43,51,13.63,1,4,1
01-01-2021,store_6,item_43,35,17.03,0,4,1
02-01-2021,store_6,item_43,19,17.03,0,5,1
03-01-2021,store_6,item_43,27,17.03,0,6,1
04-01-2021,store_6,item_43,31,17.03,0,0,1
05-01-2021,store_6,item_43,37,17.03,0,1,1
06-01-2021,store_6,item_43,60,13.63,1,2,1
07-01-2021,store_6,item_43,38,17.03,0,3,1
08-01-2021,store_6,item_43,25,17.03,0,4,1
09-01-2021,store_6,item_43,30,17.03,0,5,1
10-01-2021,store_6,item_43,28,17.03,0,6,1
11-01-2021,store_6,item_43,48,13.63,1,0,1
12-01-2021,store_6,item_43,36,17.03,0,1,1
13-01-2021,store_6,item_43,40,17.03,0,2,1
14-01-2021,store_6,item_43,35,17.03,0,3,1
15-01-2021,store_6,item_43,33,17.03,0,4,1
16-01-2021,store_6,item_43,29,17.03,0,5,1
17-01-2021,store_6,item_43,40,13.63,1,6,1
18-01-2021,store_6,item_43,30,17.03,0,0,1
19-01-2021,store_6,item_43,34,17.03,0,1,1
20-01-2021,store_6,item_43,40,17.03,0,2,1
21-01-2021,store_6,item_43,41,17.03,0,3,1
22-01-2021,store_6,item_43,32,17.03,0,4,1
23-01-2021,store_6,item_43,32,17.03,0,5,1
24-01-2021,store_6,item_43,31,17.03,0,6,1
25-01-2021,store_6,item_43,37,17.03,0,0,1
26-01-2021,store_6,item_43,42,17.03,0,1,1
27-01-2021,store_6,item_43,69,13.63,1,2,1
28-01-2021,store_6,item_43,62,13.63,1,3,1
29-01-2021,store_6,item_43,32,17.03,0,4,1
30-01-2021,store_6,item_43,37,17.03,0,5,1
31-01-2021,store_6,item_43,28,17.03,0,6,1
01-01-2022,store_6,item_43,25,17.03,0,5,1
02-01-2022,store_6,item_43,26,17.03,0,6,1
03-01-2022,store_6,item_43,37,17.03,0,0,1
04-01-2022,store_6,item_43,67,13.63,1,1,1
05-01-2022,store_6,item_43,35,17.03,0,2,1
06-01-2022,store_6,item_43,38,17.03,0,3,1
07-01-2022,store_6,item_43,35,17.03,0,4,1
08-01-2022,store_6,item_43,28,17.03,0,5,1
09-01-2022,store_6,item_43,25,17.03,0,6,1
10-01-2022,store_6,item_43,36,17.03,0,0,1
11-01-2022,store_6,item_43,38,17.03,0,1,1
12-01-2022,store_6,item_43,39,17.03,0,2,1
13-01-2022,store_6,item_43,42,17.03,0,3,1
14-01-2022,store_6,item_43,29,17.03,0,4,1
15-01-2022,store_6,item_43,32,17.03,0,5,1
16-01-2022,store_6,item_43,28,17.03,0,6,1
17-01-2022,store_6,item_43,34,17.03,0,0,1
18-01-2022,store_6,item_43,39,17.03,0,1,1
19-01-2022,store_6,item_43,44,17.03,0,2,1
20-01-2022,store_6,item_43,64,13.63,1,3,1
21-01-2022,store_6,item_43,37,17.03,0,4,1
22-01-2022,store_6,item_43,43,13.63,1,5,1
23-01-2022,store_6,item_43,27,17.03,0,6,1
24-01-2022,store_6,item_43,35,17.03,0,0,1
25-01-2022,store_6,item_43,46,17.03,0,1,1
26-01-2022,store_6,item_43,40,17.03,0,2,1
27-01-2022,store_6,item_43,41,17.03,0,3,1
28-01-2022,store_6,item_43,35,17.03,0,4,1
29-01-2022,store_6,item_43,31,17.03,0,5,1
30-01-2022,store_6,item_43,32,17.03,0,6,1
31-01-2022,store_6,item_43,34,17.03,0,0,1
01-01-2023,store_6,item_43,30,17.03,0,6,1
02-01-2023,store_6,item_43,33,17.03,0,0,1
03-01-2023,store_6,item_43,46,17.03,0,1,1
04-01-2023,store_6,item_43,46,17.03,0,2,1
05-01-2023,store_6,item_43,41,17.03,0,3,1
06-01-2023,store_6,item_43,35,17.03,0,4,1
07-01-2023,store_6,item_43,27,17.03,0,5,1
08-01-2023,store_6,item_43,33,17.03,0,6,1
09-01-2023,store_6,item_43,39,17.03,0,0,1
10-01-2023,store_6,item_43,47,17.03,0,1,1
11-01-2023,store_6,item_43,48,17.03,0,2,1
12-01-2023,store_6,item_43,34,17.03,0,3,1
13-01-2023,store_6,item_43,32,17.03,0,4,1
14-01-2023,store_6,item_43,30,17.03,0,5,1
15-01-2023,store_6,item_43,27,17.03,0,6,1
16-01-2023,store_6,item_43,41,17.03,0,0,1
17-01-2023,store_6,item_43,40,17.03,0,1,1
18-01-2023,store_6,item_43,46,17.03,0,2,1
19-01-2023,store_6,item_43,43,17.03,0,3,1
20-01-2023,store_6,item_43,40,17.03,0,4,1
21-01-2023,store_6,item_43,25,17.03,0,5,1
22-01-2023,store_6,item_43,34,17.03,0,6,1
23-01-2023,store_6,item_43,38,17.03,0,0,1
24-01-2023,store_6,item_43,42,17.03,0,1,1
25-01-2023,store_6,item_43,47,17.03,0,2,1
26-01-2023,store_6,item_43,63,13.63,1,3,1
27-01-2023,store_6,item_43,33,17.03,0,4,1
28-01-2023,store_6,item_43,32,17.03,0,5,1
29-01-2023,store_6,item_43,34,17.03,0,6,1
30-01-2023,store_6,item_43,55,13.63,1,0,1
31-01-2023,store_6,item_43,45,17.03,0,1,1
01-01-2019,store_6,item_44,30,19.47,0,1,1
02-01-2019,store_6,item_44,30,19.47,0,2,1
03-01-2019,store_6,item_44,26,19.47,0,3,1
04-01-2019,store_6,item_44,23,19.47,0,4,1
05-01-2019,store_6,item_44,23,19.47,0,5,1
06-01-2019,store_6,item_44,16,19.47,0,6,1
07-01-2019,store_6,item_44,26,19.47,0,0,1
08-01-2019,store_6,item_44,30,19.47,0,1,1
09-01-2019,store_6,item_44,33,19.47,0,2,1
10-01-2019,store_6,item_44,31,19.47,0,3,1
11-01-2019,store_6,item_44,25,19.47,0,4,1
12-01-2019,store_6,item_44,22,19.47,0,5,1
13-01-2019,store_6,item_44,21,19.47,0,6,1
14-01-2019,store_6,item_44,32,15.58,1,0,1
15-01-2019,store_6,item_44,30,19.47,0,1,1
16-01-2019,store_6,item_44,30,19.47,0,2,1
17-01-2019,store_6,item_44,30,19.47,0,3,1
18-01-2019,store_6,item_44,17,19.47,0,4,1
19-01-2019,store_6,item_44,27,19.47,0,5,1
20-01-2019,store_6,item_44,22,19.47,0,6,1
21-01-2019,store_6,item_44,24,19.47,0,0,1
22-01-2019,store_6,item_44,24,19.47,0,1,1
23-01-2019,store_6,item_44,35,19.47,0,2,1
24-01-2019,store_6,item_44,38,15.58,1,3,1
25-01-2019,store_6,item_44,29,19.47,0,4,1
26-01-2019,store_6,item_44,27,19.47,0,5,1
27-01-2019,store_6,item_44,25,19.47,0,6,1
28-01-2019,store_6,item_44,26,19.47,0,0,1
29-01-2019,store_6,item_44,30,19.47,0,1,1
30-01-2019,store_6,item_44,36,19.47,0,2,1
31-01-2019,store_6,item_44,27,19.47,0,3,1
01-01-2020,store_6,item_44,27,19.47,0,2,1
02-01-2020,store_6,item_44,25,19.47,0,3,1
03-01-2020,store_6,item_44,18,19.47,0,4,1
04-01-2020,store_6,item_44,19,19.47,0,5,1
05-01-2020,store_6,item_44,20,19.47,0,6,1
06-01-2020,store_6,item_44,25,19.47,0,0,1
07-01-2020,store_6,item_44,33,19.47,0,1,1
08-01-2020,store_6,item_44,34,19.47,0,2,1
09-01-2020,store_6,item_44,26,19.47,0,3,1
10-01-2020,store_6,item_44,21,19.47,0,4,1
11-01-2020,store_6,item_44,19,19.47,0,5,1
12-01-2020,store_6,item_44,16,19.47,0,6,1
13-01-2020,store_6,item_44,33,15.58,1,0,1
14-01-2020,store_6,item_44,26,19.47,0,1,1
15-01-2020,store_6,item_44,30,19.47,0,2,1
16-01-2020,store_6,item_44,26,19.47,0,3,1
17-01-2020,store_6,item_44,26,19.47,0,4,1
18-01-2020,store_6,item_44,34,15.58,1,5,1
19-01-2020,store_6,item_44,23,19.47,0,6,1
20-01-2020,store_6,item_44,31,19.47,0,0,1
21-01-2020,store_6,item_44,32,19.47,0,1,1
22-01-2020,store_6,item_44,52,15.58,1,2,1
23-01-2020,store_6,item_44,33,19.47,0,3,1
24-01-2020,store_6,item_44,23,19.47,0,4,1
25-01-2020,store_6,item_44,22,19.47,0,5,1
26-01-2020,store_6,item_44,22,19.47,0,6,1
27-01-2020,store_6,item_44,29,19.47,0,0,1
28-01-2020,store_6,item_44,34,19.47,0,1,1
29-01-2020,store_6,item_44,32,19.47,0,2,1
30-01-2020,store_6,item_44,26,19.47,0,3,1
31-01-2020,store_6,item_44,25,19.47,0,4,1
01-01-2021,store_6,item_44,24,19.47,0,4,1
02-01-2021,store_6,item_44,30,15.58,1,5,1
03-01-2021,store_6,item_44,18,19.47,0,6,1
04-01-2021,store_6,item_44,24,19.47,0,0,1
05-01-2021,store_6,item_44,34,19.47,0,1,1
06-01-2021,store_6,item_44,38,19.47,0,2,1
07-01-2021,store_6,item_44,23,19.47,0,3,1
08-01-2021,store_6,item_44,22,19.47,0,4,1
09-01-2021,store_6,item_44,34,15.58,1,5,1
10-01-2021,store_6,item_44,25,19.47,0,6,1
11-01-2021,store_6,item_44,28,19.47,0,0,1
12-01-2021,store_6,item_44,26,19.47,0,1,1
13-01-2021,store_6,item_44,29,19.47,0,2,1
14-01-2021,store_6,item_44,28,19.47,0,3,1
15-01-2021,store_6,item_44,40,15.58,1,4,1
16-01-2021,store_6,item_44,34,15.58,1,5,1
17-01-2021,store_6,item_44,29,19.47,0,6,1
18-01-2021,store_6,item_44,29,19.47,0,0,1
19-01-2021,store_6,item_44,31,19.47,0,1,1
20-01-2021,store_6,item_44,36,19.47,0,2,1
21-01-2021,store_6,item_44,32,19.47,0,3,1
22-01-2021,store_6,item_44,41,15.58,1,4,1
23-01-2021,store_6,item_44,23,19.47,0,5,1
24-01-2021,store_6,item_44,27,19.47,0,6,1
25-01-2021,store_6,item_44,45,15.58,1,0,1
26-01-2021,store_6,item_44,35,19.47,0,1,1
27-01-2021,store_6,item_44,35,19.47,0,2,1
28-01-2021,store_6,item_44,31,19.47,0,3,1
29-01-2021,store_6,item_44,24,19.47,0,4,1
30-01-2021,store_6,item_44,24,19.47,0,5,1
31-01-2021,store_6,item_44,39,15.58,1,6,1
01-01-2022,store_6,item_44,20,19.47,0,5,1
02-01-2022,store_6,item_44,36,15.58,1,6,1
03-01-2022,store_6,item_44,26,19.47,0,0,1
04-01-2022,store_6,item_44,41,19.47,0,1,1
05-01-2022,store_6,item_44,34,19.47,0,2,1
06-01-2022,store_6,item_44,31,19.47,0,3,1
07-01-2022,store_6,item_44,28,19.47,0,4,1
08-01-2022,store_6,item_44,25,19.47,0,5,1
09-01-2022,store_6,item_44,23,19.47,0,6,1
10-01-2022,store_6,item_44,28,19.47,0,0,1
11-01-2022,store_6,item_44,30,19.47,0,1,1
12-01-2022,store_6,item_44,33,19.47,0,2,1
13-01-2022,store_6,item_44,43,15.58,1,3,1
14-01-2022,store_6,item_44,26,19.47,0,4,1
15-01-2022,store_6,item_44,24,19.47,0,5,1
16-01-2022,store_6,item_44,36,15.58,1,6,1
17-01-2022,store_6,item_44,27,19.47,0,0,1
18-01-2022,store_6,item_44,31,19.47,0,1,1
19-01-2022,store_6,item_44,37,19.47,0,2,1
20-01-2022,store_6,item_44,31,19.47,0,3,1
21-01-2022,store_6,item_44,26,19.47,0,4,1
22-01-2022,store_6,item_44,22,19.47,0,5,1
23-01-2022,store_6,item_44,26,19.47,0,6,1
24-01-2022,store_6,item_44,35,19.47,0,0,1
25-01-2022,store_6,item_44,33,19.47,0,1,1
26-01-2022,store_6,item_44,37,19.47,0,2,1
27-01-2022,store_6,item_44,33,19.47,0,3,1
28-01-2022,store_6,item_44,26,19.47,0,4,1
29-01-2022,store_6,item_44,26,19.47,0,5,1
30-01-2022,store_6,item_44,35,15.58,1,6,1
31-01-2022,store_6,item_44,49,15.58,1,0,1
01-01-2023,store_6,item_44,27,19.47,0,6,1
02-01-2023,store_6,item_44,29,19.47,0,0,1
03-01-2023,store_6,item_44,35,19.47,0,1,1
04-01-2023,store_6,item_44,36,19.47,0,2,1
05-01-2023,store_6,item_44,34,19.47,0,3,1
06-01-2023,store_6,item_44,27,19.47,0,4,1
07-01-2023,store_6,item_44,22,19.47,0,5,1
08-01-2023,store_6,item_44,22,19.47,0,6,1
09-01-2023,store_6,item_44,32,19.47,0,0,1
10-01-2023,store_6,item_44,54,15.58,1,1,1
11-01-2023,store_6,item_44,38,19.47,0,2,1
12-01-2023,store_6,item_44,35,19.47,0,3,1
13-01-2023,store_6,item_44,39,15.58,1,4,1
14-01-2023,store_6,item_44,28,19.47,0,5,1
15-01-2023,store_6,item_44,22,19.47,0,6,1
16-01-2023,store_6,item_44,31,19.47,0,0,1
17-01-2023,store_6,item_44,35,19.47,0,1,1
18-01-2023,store_6,item_44,38,19.47,0,2,1
19-01-2023,store_6,item_44,35,19.47,0,3,1
20-01-2023,store_6,item_44,40,15.58,1,4,1
21-01-2023,store_6,item_44,24,19.47,0,5,1
22-01-2023,store_6,item_44,30,19.47,0,6,1
23-01-2023,store_6,item_44,32,19.47,0,0,1
24-01-2023,store_6,item_44,39,19.47,0,1,1
25-01-2023,store_6,item_44,37,19.47,0,2,1
26-01-2023,store_6,item_44,31,19.47,0,3,1
27-01-2023,store_6,item_44,27,19.47,0,4,1
28-01-2023,store_6,item_44,39,15.58,1,5,1
29-01-2023,store_6,item_44,27,19.47,0,6,1
30-01-2023,store_6,item_44,30,19.47,0,0,1
31-01-2023,store_6,item_44,40,19.47,0,1,1
01-01-2019,store_6,item_45,26,71.32,0,1,1
02-01-2019,store_6,item_45,37,71.32,0,2,1
03-01-2019,store_6,item_45,29,71.32,0,3,1
04-01-2019,store_6,item_45,25,71.32,0,4,1
05-01-2019,store_6,item_45,22,71.32,0,5,1
06-01-2019,store_6,item_45,21,71.32,0,6,1
07-01-2019,store_6,item_45,19,71.32,0,0,1
08-01-2019,store_6,item_45,29,71.32,0,1,1
09-01-2019,store_6,item_45,39,71.32,0,2,1
10-01-2019,store_6,item_45,34,71.32,0,3,1
11-01-2019,store_6,item_45,37,71.32,0,4,1
12-01-2019,store_6,item_45,21,71.32,0,5,1
13-01-2019,store_6,item_45,39,57.06,1,6,1
14-01-2019,store_6,item_45,28,71.32,0,0,1
15-01-2019,store_6,item_45,33,71.32,0,1,1
16-01-2019,store_6,item_45,38,71.32,0,2,1
17-01-2019,store_6,item_45,49,57.06,1,3,1
18-01-2019,store_6,item_45,30,71.32,0,4,1
19-01-2019,store_6,item_45,25,71.32,0,5,1
20-01-2019,store_6,item_45,29,71.32,0,6,1
21-01-2019,store_6,item_45,47,57.06,1,0,1
22-01-2019,store_6,item_45,38,71.32,0,1,1
